Material Name,Symbol,Category,Phase,t_min (K),t_max (K),A,B,C,D,Max Fit Error (%),R²,Molecular Weight (g/mol),NASA Species (ref),Reference Code,Source / Notes
UF5,UF5,Other technologically relevant materials,a,398,621,117.322418,61.483077,-46.474631,24.381812,0.002,1,333.0209,UF5(a),tpis82,"Alpha,tetragonal. Gurvich,1982 pt1 p217 pt2 p250."
UF5,UF5,Other technologically relevant materials,L,621,6000,166.999048,0,0,0,0,1,333.0209,UF5(L),tpis82,"Liquid. Gurvich,1982 pt1 p217 pt2 p250."
UF6,UF6,Other technologically relevant materials,cr,100,337.21,3.744241,1253.197939,-4090.505313,5764.753236,0.214,0.99996,352.0193,UF6(cr),tpis82,"Rhombic. Gurvich,1982 pt1 p222 pt2 p532."
UF6,UF6,Other technologically relevant materials,L,337.21,1000,145.549171,133.999236,0,0,0,1,352.0193,UF6(L),tpis82,"Liquid. Gurvich,1982 pt1 p222 pt2 p532."
UO2,UO2,Refractories,cr,200,500,39.255086,-5.837271,495.282944,-667.085743,1.964,0.99715,270.0277,UO2(cr),tpis82,"Cubic. Gurvich,1982 pt1 p190 pt2 p209."
UO2,UO2,Refractories,cr,500,3123,80.063996,-5.748983,6.400588,1.60847,2.195,0.99983,270.0277,UO2(cr),tpis82,"Cubic. Gurvich,1982 pt1 p190 pt2 p209."
UO2,UO2,Refractories,L,3123,6000,130.999253,0,0,0,0,1,270.0277,UO2(L),tpis82,"Liquid. Gurvich,1982 pt1 p190 pt2 p209."
UO2F2,UO2F2,Other technologically relevant materials,cr,200,500,12.276719,575.429755,-1165.056011,862.016257,0.288,0.99988,308.0245,UO2F2(cr),tpis82,"Hexagonal. Gurvich,1982 pt1 p227 pt2 p262."
UO2F2,UO2F2,Other technologically relevant materials,cr,500,2100,95.860104,46.89412,-11.61381,2.432365,0.336,0.99996,308.0245,UO2F2(cr),tpis82,"Hexagonal. Gurvich,1982 pt1 p227 pt2 p262."
UO3,UO3,Ceramics,c,200,500,0.700477,477.434829,-846.604166,522.261552,0.342,0.99985,286.0271,UO3(c),tpis82,"Gamma,monoclinic. Gurvich,1982 pt1 p195 pt2 p217."
UO3,UO3,Ceramics,c,500,3000,92.886875,-2.602449,10.325814,1.375039,1.298,0.99995,286.0271,UO3(c),tpis82,"Gamma,monoclinic. Gurvich,1982 pt1 p195 pt2 p217."
U3O8,U3O8,Ceramics,II,200,300,-18.054898,1770.902779,-4484.015814,4792.371406,0.019,1,842.0819,U3O8(II),tpis82,"Rhombic. Gurvich,1982 pt1 p199 pt2 p222."
U3O8,U3O8,Ceramics,II,300,483,-608.350478,6473.486506,-16424.925517,14229.652699,0.265,0.99972,842.0819,U3O8(II),tpis82,"Rhombic. Gurvich,1982 pt1 p199 pt2 p222."
U3O8,U3O8,Ceramics,I,483,6000,246.398815,56.675538,-4.348925,0.043283,0.284,0.99999,842.0819,U3O8(I),tpis82,"Hexagonal. Gurvich,1982 pt1 p199 pt2 p222."
U4O9,U4O9,Ceramics,III,298.15,348,-45700.051388,450640.393712,-1473626.577644,1608502.728452,0.138,0.99999,1096.1102,U4O9(III),tpis82,"Cubic. Gurvich,1982 pt1 p201 pt2 p223."
U4O9,U4O9,Ceramics,II,348,380,30089.763781,-206805.003114,468420.058922,-343197.15815,0.005,1,1096.1102,U4O9(II),tpis82,"Cubic. Gurvich,1982 pt1 p201 pt2 p223."
U4O9,U4O9,Ceramics,II,380,1398,248.743034,246.200901,-223.413608,92.811281,1.063,0.9989,1096.1102,U4O9(II),tpis82,"Cubic. Gurvich,1982 pt1 p201 pt2 p223."
U4O9,U4O9,Ceramics,I,1398,6000,295.455255,85.984866,-0.456206,0.033597,0.032,1,1096.1102,U4O9(I),tpis82,"Gurvich,1982 pt1 p201 pt2 p223."
Vanadium,V,Metals and alloys,cr,200,600,8.246204,102.618967,-197.018026,132.792478,0.344,0.99918,50.9415,V(cr),j,"Crystal. Ref-Elm. Chase,1998 p1917."
Vanadium,V,Metals and alloys,cr,600,1400,24.427687,4.930974,-0.607236,1.336373,0.119,0.99999,50.9415,V(cr),j,"Crystal. Ref-Elm. Chase,1998 p1917."
Vanadium,V,Metals and alloys,cr,1400,2190,9.492253,31.974533,-15.865145,3.868871,0.176,0.99995,50.9415,V(cr),j,"Crystal. Ref-Elm. Chase,1998 p1917."
Vanadium,V,Metals and alloys,L,2190,6000,46.203737,0,0,0,0,1,50.9415,V(L),j,"Liquid. Ref-Elm. Chase,1998 p1917."
VCL2,VCL2,Other technologically relevant materials,cr,298,1300,63.066093,37.844587,-26.459704,9.024701,0.516,0.99956,121.8475,VCL2(cr),g10/00,"Pankratz,1984."
VCL3,VCL3,Other technologically relevant materials,cr,298,1000,67.36066,126.253266,-143.926098,60.065123,0.678,0.99851,157.3005,VCL3(cr),g,"Pankratz,1984."
VN,VN,Ceramics,cr,200,1000,6.40757,153.969895,-189.860106,83.755523,1.985,0.99806,64.9482,VN(cr),j12/73,"Chase,1998 p1635."
VN,VN,Ceramics,cr,1000,3500,40.427606,15.218817,-2.229603,0.249341,0.069,0.99999,64.9482,VN(cr),j12/73,"Chase,1998 p1635."
VO,VO,Ceramics,cr,200,275,-640.588178,8304.762076,-34108.845856,46765.310824,1.287,0.99199,66.9409,VO(cr),tpis82,"Cubic Gurvich,1982 pt1 p60 pt2 p63."
VO,VO,Ceramics,cr,275,350,199.90121,-1767.307039,6026.05158,-6423.035562,0.037,0.99999,66.9409,VO(cr),tpis82,"Cubic Gurvich,1982 pt1 p60 pt2 p63."
VO,VO,Ceramics,cr,350,500,-33.691992,417.649745,-717.403971,458.510991,0.313,0.99959,66.9409,VO(cr),tpis82,"Cubic Gurvich,1982 pt1 p60 pt2 p63."
VO,VO,Ceramics,cr,500,2063,36.005497,43.727264,-19.396207,4.119179,1.143,0.9996,66.9409,VO(cr),tpis82,"Cubic Gurvich,1982 pt1 p60 pt2 p63."
VO,VO,Ceramics,L,2063,6000,69.999601,0,0,0,0,1,66.9409,VO(L),tpis82,"Liquid Gurvich,1982 pt1 p60 pt2 p63."
V2O3,V2O3,Ceramics,cr,200,500,27.960023,262.830913,75.089805,-437.927687,2.506,0.99825,149.8812,V2O3(cr),tpis82,"Hexagonal. Gurvich,1982 pt1 p65 pt2 p67."
V2O3,V2O3,Ceramics,cr,500,2230,111.127164,38.522387,-23.367617,6.845037,1.195,0.9982,149.8812,V2O3(cr),tpis82,"Hexagonal. Gurvich,1982 pt1 p65 pt2 p67."
V2O3,V2O3,Ceramics,L,2230,6000,159.999088,0,0,0,0,1,149.8812,V2O3(L),tpis82,"Liquid. Gurvich,1982 pt1 p65 pt2 p67."
V2O4,V2O4,Ceramics,II,200,338.7,-207.786699,2996.285069,-10281.430761,12846.141352,0.43,0.99991,165.8806,V2O4(II),tpis82,"Monoclinic. Gurvich,1982 pt1 p67 pt2 p68."
V2O4,V2O4,Ceramics,I,338.7,1818,93.597022,134.381719,-88.910862,22.584018,2.927,0.99593,165.8806,V2O4(I),tpis82,"Tetragonal. Gurvich,1982 pt1 p67 pt2 p68."
V2O4,V2O4,Ceramics,L,1818,6000,179.998974,0,0,0,0,1,165.8806,V2O4(L),tpis82,"Liquid. Gurvich,1982 pt1 p67 pt2 p68."
V2O5,V2O5,Ceramics,cr,200,500,-2.518595,694.794891,-1002.149809,463.459835,0.449,0.99957,181.88,V2O5(cr),tpis82,"Rhombic. Gurvich,1982 pt1 p68 pt2 p69."
V2O5,V2O5,Ceramics,cr,500,954,107.885099,143.70199,-153.652991,91.782326,0.074,0.99999,181.88,V2O5(cr),tpis82,"Rhombic. Gurvich,1982 pt1 p68 pt2 p69."
V2O5,V2O5,Ceramics,L,954,6000,189.998917,0,0,0,0,1,181.88,V2O5(L),tpis82,"Liquid. Gurvich,1982 pt1 p68 pt2 p69."
Tungsten,W,Metals and alloys,cr,200,1000,19.576854,22.159065,-27.577242,13.548251,2.355,0.99057,183.84,W(cr),j,"Crystal. Ref-Elm. Chase,1998 pp1925-8."
Tungsten,W,Metals and alloys,cr,1000,2600,23.292255,4.043054,0.237412,-0.009361,0.009,1,183.84,W(cr),j,"Crystal. Ref-Elm. Chase,1998 pp1925-8."
Tungsten,W,Metals and alloys,cr,2600,3200,96.050319,-44.114876,3.912187,1.560772,0.131,0.99997,183.84,W(cr),j,"Crystal. Ref-Elm. Chase,1998 pp1925-8."
Tungsten,W,Metals and alloys,cr,3200,3680,39.171089,70.159972,-49.086666,8.70265,0.385,0.99988,183.84,W(cr),j,"Crystal. Ref-Elm. Chase,1998 pp1925-8."
Tungsten,W,Metals and alloys,L,3680,6000,35.563797,0,0,0,0,1,183.84,W(L),j,"Liquid. Ref-Elm. Chase,1998 pp1925-8."
WC,WC,Refractories,cr,298.15,1399.08,19.27059,76.056428,-66.271624,20.991305,3.489,0.99562,195.8507,WC(cr),bar,"Hf:Wagman,1982 p203. Barin,1989 pt2 p1642."
WC,WC,Refractories,cr,1399.08,2500,40.693287,11.457674,-2.120096,0.150356,0.004,1,195.8507,WC(cr),bar,"Hf:Wagman,1982 p203. Barin,1989 pt2 p1642."
WCL6,WCL6,Other technologically relevant materials,I,298.15,450,125.55821,167.029133,0.90576,-0.810611,0,1,396.558,WCL6(I),j12/66,"Alpha1. Chase,1998 pp931-4."
WCL6,WCL6,Other technologically relevant materials,II,450,503,122.98062,181.102633,-24.066362,13.470437,0,1,396.558,WCL6(II),j12/66,"Alpha2. Chase,1998 pp931-4."
WCL6,WCL6,Other technologically relevant materials,III,503,555,188.278927,0,0,0,0,1,396.558,WCL6(III),j12/66,"Beta. Chase,1998 pp931-4."
WCL6,WCL6,Other technologically relevant materials,L,555,6000,200.830856,0,0,0,0,1,396.558,WCL6(L),j12/66,"Liquid. Chase,1998 pp931-4."
WOCL4,WOCL4,Other technologically relevant materials,cr,298.15,484,115.368332,102.187193,6.178069,-5.198535,0,1,341.6514,WOCL4(cr),j,"Crystal. Chase,1998 pp897-9."
WOCL4,WOCL4,Other technologically relevant materials,L,484,6000,182.002963,0,0,0,0,1,341.6514,WOCL4(L),j,"Liquid. Chase,1998 pp897-9."
WO2,WO2,Ceramics,cr,100,298.15,-28.909574,674.594627,-2194.277979,2977.696276,3.203,0.99974,215.8388,WO2(cr),tpis82,"Gurvich,1982 pt1 p46 pt2 p49."
WO2,WO2,Ceramics,cr,298.15,1010.88,21.404641,167.262341,-187.731301,77.704272,1.551,0.99858,215.8388,WO2(cr),tpis82,"Gurvich,1982 pt1 p46 pt2 p49."
WO2,WO2,Ceramics,cr,1010.88,1723.61,58.887704,24.481359,-6.237132,1.22059,0.006,1,215.8388,WO2(cr),tpis82,"Gurvich,1982 pt1 p46 pt2 p49."
WO2,WO2,Ceramics,cr,1723.61,3149.07,63.966774,15.301757,-0.638392,0.070173,0.003,1,215.8388,WO2(cr),tpis82,"Gurvich,1982 pt1 p46 pt2 p49."
WO2,WO2,Ceramics,cr,3149.07,6000,65.683224,13.576682,-0.052445,0.003072,0.001,1,215.8388,WO2(cr),tpis82,"Gurvich,1982 pt1 p46 pt2 p49."
WO2CL2,WO2CL2,Other technologically relevant materials,cr,298.15,1000,76.220326,74.954659,88.639539,-81.446378,0.398,0.99986,286.7448,WO2CL2(cr),j,"Chase,1998 p848."
WO3,WO3,Ceramics,III,100,212.5,-32.248808,1038.698939,-4851.605734,10048.366489,2.678,0.99934,231.8382,WO3(III),tpis82,"Gurvich,1982 pt1 p49 pt2 p51."
WO3,WO3,Ceramics,III,212.5,325,16.949636,-39.435995,2298.027003,-4895.864292,0.039,1,231.8382,WO3(III),tpis82,"Gurvich,1982 pt1 p49 pt2 p51."
WO3,WO3,Ceramics,"III,II",325,1013,57.437202,80.960231,-53.365108,21.570045,0.248,0.99996,231.8382,"WO3(III,II)",tpis82,"Gurvich,1982 pt1 p49 pt2 p51."
WO3,WO3,Ceramics,I,1013,1747,80.962539,16.284907,0,0,0,1,231.8382,WO3(I),tpis82,"Gurvich,1982 pt1 p49 pt2 p51."
WO3,WO3,Ceramics,L,1747,6000,128.999265,0,0,0,0,1,231.8382,WO3(L),tpis82,"Liquid. Gurvich,1982 pt1 p49 pt2 p51."
Zinc,Zn,Metals and alloys,cr,200,692.73,18.101433,44.756907,-92.700568,79.544598,0.342,0.99929,65.39,Zn(cr),coda89,"Crystal. Ref-Elm. Cox,1989 p221."
Zinc,Zn,Metals and alloys,L,692.73,6000,31.399821,0,0,0,0,1,65.39,Zn(L),coda89,"Liquid. Ref-Elm. Cox,1989 p221."
ZnSO4,ZnSO4,Other technologically relevant materials,a,200,540,13.951785,419.977699,-571.574779,400.379092,0.302,0.99995,161.4526,ZnSO4(a),j,"Alpha. Chase,1998 p1788."
ZnSO4,ZnSO4,Other technologically relevant materials,a',540,1013,132.730717,3.44158,9.667536,-3.823342,0.024,0.99996,161.4526,ZnSO4(a'),j,"Alpha'.Chase,1998 p1788."
ZnSO4,ZnSO4,Other technologically relevant materials,b,1013,6000,145.183973,0,0,0,0,1,161.4526,ZnSO4(b),j,"Beta. Chase,1998 p1788."
Zirconium,Zr,Metals and alloys,a,200,1135,22.156169,12.040212,-9.446754,6.307972,1.533,0.99874,91.224,Zr(a),j,"Alpha. Ref-Elm. Chase,1998 pp1943-7."
Zirconium,Zr,Metals and alloys,b,1135,2125,32.381361,-9.593459,5.302586,0.003485,0.001,1,91.224,Zr(b),j,"Beta. Ref-Elm. Chase,1998 pp1943-7."
Zirconium,Zr,Metals and alloys,L,2125,6000,41.839762,0,0,0,0,1,91.224,Zr(L),j,"Liquid. Ref-Elm. Chase,1998 pp1943-7."
ZrC,ZrC,Refractories,cr,200,800,0.178282,191.363342,-255.842279,122.65375,1.731,0.99964,103.2347,ZrC(cr),j12/64,"Crystal. Chase,1998 pp658-60."
ZrC,ZrC,Refractories,cr,800,3805,47.641016,7.068833,-1.44808,0.186496,0.756,0.99907,103.2347,ZrC(cr),j12/64,"Crystal. Chase,1998 pp658-60."
ZrC,ZrC,Refractories,L,3805,6000,62.759642,0,0,0,0,1,103.2347,ZrC(L),j12/64,"Liquid. Chase,1998 pp658-60."
ZrN,ZrN,Refractories,cr,200,800,4.014747,195.152675,-295.840384,157.403254,2.231,0.99768,105.2307,ZrN(cr),g11/00,"Chase,1998 pp1617-9 6/61."
ZrN,ZrN,Refractories,cr,800,3225,43.43978,10.472513,-1.392014,0.189384,0.166,0.99998,105.2307,ZrN(cr),g11/00,"Chase,1998 pp1617-9 6/61."
ZrN,ZrN,Refractories,L,3225,6000,58.575666,0,0,0,0,1,105.2307,ZrN(L),g11/00,"Chase,1998 pp1617-9 6/61."
ZrO2,ZrO2,Refractories,III,200,500,-8.44133,363.437345,-599.212454,351.873421,0.731,0.99986,123.2228,ZrO2(III),tpis82,"Monoclinic. Gurvich,1982 pt1 p123 pt2 p122."
ZrO2,ZrO2,Refractories,III,500,1445,49.060028,52.374623,-35.051177,9.730461,0.307,0.99977,123.2228,ZrO2(III),tpis82,"Monoclinic. Gurvich,1982 pt1 p123 pt2 p122."
ZrO2,ZrO2,Refractories,II,1445,2620,78.099555,0,0,0,0,1,123.2228,ZrO2(II),tpis82,"Tetragonal. Gurvich,1982 pt1 p123 pt2 p122."
ZrO2,ZrO2,Refractories,I,2620,2983,79.999544,0,0,0,0,1,123.2228,ZrO2(I),tpis82,"Cubic. Gurvich,1982 pt1 p123 pt2 p122."
ZrO2,ZrO2,Refractories,L,2983,6000,99.99943,0,0,0,0,1,123.2228,ZrO2(L),tpis82,"Liquid. Gurvich,1982 pt1 p123 pt2 p122."
