Material Name,Symbol,Category,Phase,t_min (K),t_max (K),A,B,C,D,Max Fit Error (%),R²,Molecular Weight (g/mol),NASA Species (ref),Reference Code,Source / Notes
NbO,NbO,Ceramics,L,2217,6000,64.99963,0,0,0,0,1,108.9058,NbO(L),tpis82,"Liquid. Gurvich,1982 pt1 p75 pt2 p77."
NbO2,NbO2,Ceramics,II,200,500,-8.821695,388.557632,-683.526009,430.636053,0.308,0.99981,124.9052,NbO2(II),tpis82,"Tetragonal. Gurvich,1982 pt1 p78 pt2 p80."
NbO2,NbO2,Ceramics,II,500,1082,56.924827,24.967028,-17.550994,28.504407,0.136,0.99999,124.9052,NbO2(II),tpis82,"Tetragonal. Gurvich,1982 pt1 p78 pt2 p80."
NbO2,NbO2,Ceramics,I,1082,2360,77.270894,11.348643,-4.484682,0.699761,0.029,0.99993,124.9052,NbO2(I),tpis82,"Tetragonal. Gurvich,1982 pt1 p78 pt2 p80."
NbO2,NbO2,Ceramics,L,2360,6000,99.99943,0,0,0,0,1,124.9052,NbO2(L),tpis82,"Liquid. Gurvich,1982 pt1 p78 pt2 p80."
Nb2O5,Nb2O5,Ceramics,cr,200,500,-51.551341,1254.072516,-2843.83451,2339.04946,1.267,0.99758,265.8098,Nb2O5(cr),tpis82,"Monoclinic. Gurvich,1982 pt1 p81 pt2 p82."
Nb2O5,Nb2O5,Ceramics,cr,500,1783,96.553474,199.74774,-183.511012,60.211951,1.406,0.99456,265.8098,Nb2O5(cr),tpis82,"Monoclinic. Gurvich,1982 pt1 p81 pt2 p82."
Nb2O5,Nb2O5,Ceramics,L,1783,6000,199.99886,0,0,0,0,1,265.8098,Nb2O5(L),tpis82,"Liquid. Gurvich,1982 pt1 p81 pt2 p82."
Nickel,Ni,Metals and alloys,cr,200,400,8.922227,96.663131,-169.801818,124.94623,0.271,0.9998,58.6934,Ni(cr),j12/76,"Crystal Ref-Elm. <lambda trans 631K. Chase,1998 pp1697-700."
Nickel,Ni,Metals and alloys,cr,400,631,-113.388919,877.79947,-1823.105211,1289.313064,3.233,0.9788,58.6934,Ni(cr),j12/76,"Crystal Ref-Elm. <lambda trans 631K. Chase,1998 pp1697-700."
Nickel,Ni,Metals and alloys,cr,631,773.25,3342.173616,-13469.442269,18246.172265,-8232.409356,0.681,0.99869,58.6934,Ni(cr),j12/76,"Crystal Ref-Elm. >lambda trans 631K. Chase,1998 pp1697-700."
Nickel,Ni,Metals and alloys,cr,773.25,915.5,-138.332773,573.949889,-652.050169,248.819751,0.023,0.99994,58.6934,Ni(cr),j12/76,"Crystal Ref-Elm. >lambda trans 631K. Chase,1998 pp1697-700."
Nickel,Ni,Metals and alloys,cr,915.5,1200,-51.644681,220.014797,-195.849619,59.700612,0.489,0.99216,58.6934,Ni(cr),j12/76,"Crystal Ref-Elm. >lambda trans 631K. Chase,1998 pp1697-700."
Nickel,Ni,Metals and alloys,cr,1200,1728,22.656244,10.751337,-2.542012,0.953767,0.391,0.99954,58.6934,Ni(cr),j12/76,"Crystal Ref-Elm. >lambda trans 631K. Chase,1998 pp1697-700."
Nickel,Ni,Metals and alloys,L,1728,6000,38.910778,0,0,0,0,1,58.6934,Ni(L),j12/76,"Liquid. Ref-Elm. Chase,1998 pp1697-700."
NiS,NiS,Other technologically relevant materials,b,200,652,18.24426,162.154387,-273.541612,176.652999,1.284,0.99872,90.7584,NiS(b),j12/76,"Beta. Chase,1998 pp1704-6."
NiS,NiS,Other technologically relevant materials,a,652,1249,34.710336,28.07767,0.397534,-0.135474,0.006,1,90.7584,NiS(a),j12/76,"ALpha. Chase,1998 pp1704-6."
NiS,NiS,Other technologically relevant materials,L,1249,6000,76.775562,0,0,0,0,1,90.7584,NiS(L),j12/76,"Liquid. Chase,1998 pp1704-6."
NiS2,NiS2,Other technologically relevant materials,cr,298.15,1280,64.439727,20.743139,0.011426,-0.004345,0.001,1,122.8234,NiS2(cr),j,"Crystal. Chase,1998 pp1708-10."
NiS2,NiS2,Other technologically relevant materials,L,1280,6000,91.001481,0,0,0,0,1,122.8234,NiS2(L),j,"Liquid. Chase,1998 pp1708-10."
Ni3S2,Ni3S2,Other technologically relevant materials,a,200,834,47.718239,379.406212,-599.279605,370.488393,1.166,0.99971,240.2102,Ni3S2(a),g12/00,"Alpha. Pankratz,1987 p225-6. Chase,1998 pp1711-3 12/83."
Ni3S2,Ni3S2,Other technologically relevant materials,b,834,1064,216.839545,-26.718979,-4.763378,2.24788,0,1,240.2102,Ni3S2(b),g12/00,"Beta. Pankratz,1987 p225-6."
Ni3S2,Ni3S2,Other technologically relevant materials,L,1064,6000,189.115722,0,0,0,0,1,240.2102,Ni3S2(L),g12/00,"Liquid. Pankratz,1987 p225-6."
Ni3S4,Ni3S4,Other technologically relevant materials,cr,298.15,1100,121.976387,143.640321,0.045372,-0.026686,0,1,304.3402,Ni3S4(cr),j,"Crystal. Chase,1998 p1714."
Phosphorus,P,Semiconductors,cr,195.4,317.3,14.324568,34.253173,9.442883,-58.611409,0.086,0.99999,30.9738,P(cr),tpis89,"White. Ref-Elm. Gurvich,1989 pt1 p395 pt2 p326. Chase,1998a."
Phosphorus,P,Semiconductors,L,317.3,6000,26.119851,0,0,0,0,1,30.9738,P(L),tpis89,"Liquid. Ref-Elm. Gurvich,1989 pt1 p395 pt2 p326."
P4O10,P4O10,Other technologically relevant materials,cr,100,298.15,-40.928682,1515.873787,-3683.375912,4998.443606,1.312,0.99995,283.889,P4O10(cr),tpis89,"Crystal. Gurvich,1989 pt1 p417 pt2 p270."
P4O10,P4O10,Other technologically relevant materials,cr,298.15,699,45.412741,671.656172,-338.59807,0,0,1,283.889,P4O10(cr),tpis89,"Crystal. Gurvich,1989 pt1 p417 pt2 p270."
P4O10,P4O10,Other technologically relevant materials,L,699,6000,369.997891,0,0,0,0,1,283.889,P4O10(L),tpis89,"Liquid. Gurvich,1989 pt1 p417 pt2 p270."
Lead,Pb,Metals and alloys,cr,200,600.65,25.242612,-2.338515,32.124028,-26.385841,0.304,0.99923,207.2,Pb(cr),tpis91,"Cubic. Ref-Elm. Gurvich,1991 pt1 p400 pt2 p337."
Lead,Pb,Metals and alloys,L,600.65,3600,34.667001,-8.363492,3.346767,-0.3348,0.496,0.99914,207.2,Pb(L),tpis91,"Liquid. Ref-Elm. Gurvich,1991 pt1 p400 pt2 p337."
PbBr2,PbBr2,Other technologically relevant materials,cr,100,298.15,54.590411,162.930642,-265.358613,0,0,1,367.008,PbBr2(cr),tpis91,"Rhombic Crystal. Gurvich,1991 pt1 p435 pt2 p361."
PbBr2,PbBr2,Other technologically relevant materials,cr,298.15,644,92.849346,-108.860163,258.666825,-147.427522,0.126,0.99993,367.008,PbBr2(cr),tpis91,"Rhombic Crystal. Gurvich,1991 pt1 p435 pt2 p361."
PbBr2,PbBr2,Other technologically relevant materials,L,644,6000,111.999362,0,0,0,0,1,367.008,PbBr2(L),tpis91,"Liquid. Gurvich,1991 pt1 p435 pt2 p361."
PbCL2,PbCL2,Other technologically relevant materials,cr,200,774,43.965335,174.404786,-265.234216,150.294401,1.061,0.99477,278.106,PbCL2(cr),tpis91,"Rhombic Crystal. Gurvich,1991 pt1 p428 pt2 p356."
PbCL2,PbCL2,Other technologically relevant materials,L,774,6000,110.999367,0,0,0,0,1,278.106,PbCL2(L),tpis91,"Liquid. Gurvich,1991 pt1 p428 pt2 p356."
PbF2,PbF2,Other technologically relevant materials,II,298.15,583,65.681503,8.802496,54.167366,-32.958009,0.015,1,245.1968,PbF2(II),tpis91,"Rhombic Crystal(II). Gurvich,1991 pt1 p421 pt2 p351."
PbF2,PbF2,Other technologically relevant materials,I,583,716,-6086.519769,28398.329763,-43990.711844,23034.739852,0.24,0.99999,245.1968,PbF2(I),tpis91,"Cubic Crystal(I). Gurvich,1991 pt1 p421 pt2 p351."
PbF2,PbF2,Other technologically relevant materials,I,716,1103,2409.123024,-6733.322803,6450.758562,-2033.651458,0.723,0.99954,245.1968,PbF2(I),tpis91,"Cubic Crystal(I). Gurvich,1991 pt1 p421 pt2 p351."
PbF2,PbF2,Other technologically relevant materials,L,1103,6000,108.999379,0,0,0,0,1,245.1968,PbF2(L),tpis91,"Liquid. Gurvich,1991 pt1 p421 pt2 p351."
PbI2,PbI2,Other technologically relevant materials,cr,100,298.15,54.679973,225.793267,-837.275068,1136.205566,0.332,0.99909,461.0089,PbI2(cr),tpis91,"Hexagonal Crystal. Gurvich,1991 pt1 p441 pt2 p366."
PbI2,PbI2,Other technologically relevant materials,cr,298.15,683,82.749011,-48.928332,125.544084,-68.779319,0.091,0.99994,461.0089,PbI2(cr),tpis91,"Hexagonal Crystal. Gurvich,1991 pt1 p441 pt2 p366."
PbI2,PbI2,Other technologically relevant materials,L,683,6000,108.999379,0,0,0,0,1,461.0089,PbI2(L),tpis91,"Liquid. Gurvich,1991 pt1 p441 pt2 p366."
PbO,PbO,Ceramics,II-r,100,298.15,6.693662,239.870431,-357.701327,0,0,1,223.1994,PbO(II-r),tpis91,"Tetragonal (II-red).Gurvich,1991 pt1 p409 pt2 p343."
PbO,PbO,Ceramics,II-r,298.15,762,38.568275,30.136044,-14.896513,7.568225,0.035,1,223.1994,PbO(II-r),tpis91,"Tetragonal (II-red).Gurvich,1991 pt1 p409 pt2 p343."
PbO,PbO,Ceramics,I-y,762,1160,41.781701,19.980067,-5.28359,1.469235,0.001,1,223.1994,PbO(I-y),tpis91,"Rhombic (I-yellow).Gurvich,1991 pt1 p409 pt2 p343."
PbO,PbO,Ceramics,L,1160,6000,64.99963,0,0,0,0,1,223.1994,PbO(L),tpis91,"Liquid.Gurvich,1991 pt1 p409 pt2 p343."
PbO2,PbO2,Ceramics,cr,100,298.15,0.837707,335.532434,-448.627683,0,0,1,239.1988,PbO2(cr),tpis91,"Tetragonal. Gurvich,1991 pt1 p415 p52 p346."
PbO2,PbO2,Ceramics,cr,298.15,1000,8.298925,265.122833,-320.492548,133.735181,2.302,0.99668,239.1988,PbO2(cr),tpis91,"Tetragonal. Gurvich,1991 pt1 p415 p52 p346."
PbS,PbS,Other technologically relevant materials,cr,100,298.15,15.994047,362.445273,-1405.017497,1906.64784,0.98,0.99831,239.265,PbS(cr),tpis91,"Cubic. Gurvich,1991 pt1 p445 p52 p370."
PbS,PbS,Other technologically relevant materials,cr,298.15,1386.5,44.633213,27.119663,-31.366654,14.499403,1.649,0.99444,239.265,PbS(cr),tpis91,"Cubic. Gurvich,1991 pt1 p445 p52 p370."
PbS,PbS,Other technologically relevant materials,L,1386.5,6000,66.999618,0,0,0,0,1,239.265,PbS(L),tpis91,"Liquid. Gurvich,1991 pt1 p445 p52 p370."
Pb2O3,Pb2O3,Ceramics,cr,100,298.15,13.095008,551.5557,-785.670654,0,0,1,462.3982,Pb2O3(cr),tpis91,"Monoclinic. Gurvich,1991 pt1 p417 pt2 p348."
Pb2O3,Pb2O3,Ceramics,cr,298.15,1000,28.428951,378.84677,-409.683424,170.952763,1.666,0.99915,462.3982,Pb2O3(cr),tpis91,"Monoclinic. Gurvich,1991 pt1 p417 pt2 p348."
Pb3O4,Pb3O4,Ceramics,cr,200,400,576.026036,-5028.960476,17669.88449,-18940.371415,3.455,0.99611,685.5976,Pb3O4(cr),tpis91,"Tetragonal. Gurvich,1991 pt1 p418 pt2 p349."
Pb3O4,Pb3O4,Ceramics,cr,400,600,-114.492875,1450.261614,-2283.449891,1276.524252,0.033,0.99999,685.5976,Pb3O4(cr),tpis91,"Tetragonal. Gurvich,1991 pt1 p418 pt2 p349."
Pb3O4,Pb3O4,Ceramics,cr,600,1000,85.126085,368.786574,-339.47914,115.77709,0.08,0.99991,685.5976,Pb3O4(cr),tpis91,"Tetragonal. Gurvich,1991 pt1 p418 pt2 p349."
Rubidium,Rb,Metals and alloys,cr,100,312.47,21.898168,63.847925,-331.171125,739.231797,0.982,0.99528,85.4678,Rb(cr),coda89,"Cubic. Ref-Elm. Cox,1989 p260. Chase,1998a p1849 12/83."
Rubidium,Rb,Metals and alloys,L,312.47,1000,37.112924,-27.147649,34.267366,-12.862143,0.683,0.97163,85.4678,Rb(L),coda89,"Liquid. Ref-Elm. Cox,1989 p260."
Rubidium,Rb,Metals and alloys,L,1000,2100,25.113123,17.590924,-21.822066,10.589045,0.015,1,85.4678,Rb(L),coda89,"Liquid. Ref-Elm. Cox,1989 p260."
RbBO2,RbBO2,Ceramics,b,200,500,-8.647549,469.72265,-809.72774,523.123458,0.983,0.99984,128.2776,RbBO2(b),tpis82,"Gurvich,1982 pt1 p458 pt2 p482."
RbBO2,RbBO2,Ceramics,b,500,968,51.317892,108.440306,-79.664287,29.090179,0.045,0.99999,128.2776,RbBO2(b),tpis82,"Gurvich,1982 pt1 p458 pt2 p482."
RbBO2,RbBO2,Ceramics,a,968,1133,107.999385,0,0,0,0,1,128.2776,RbBO2(a),tpis82,"Gurvich,1982 pt1 p458 pt2 p482."
RbBO2,RbBO2,Ceramics,L,1133,6000,144.999174,0,0,0,0,1,128.2776,RbBO2(L),tpis82,"Gurvich,1982 pt1 p458 pt2 p482."
RbBr,RbBr,Other technologically relevant materials,cr,200,965,49.238851,10.704916,5.074622,-2.578369,0.152,0.99991,165.3718,RbBr(cr),tpis82,"Cubic. Gurvich,1982 pt1 p445 pt2 p469."
RbBr,RbBr,Other technologically relevant materials,L,965,6000,72.799585,0,0,0,0,1,165.3718,RbBr(L),tpis82,"Liquid. Gurvich,1982 pt1 p445 pt2 p469."
RbCL,RbCL,Other technologically relevant materials,cr,200,997,46.228474,24.22611,-18.468385,9.202212,1.188,0.99853,120.9208,RbCL(cr),tpis82,"Cubic. Gurvich,1982 pt1 p441 pt2 p466."
RbCL,RbCL,Other technologically relevant materials,L,997,6000,73.399582,0,0,0,0,1,120.9208,RbCL(L),tpis82,"Liquid. Gurvich,1982 pt1 p441 pt2 p466."
RbF,RbF,Other technologically relevant materials,cr,298.15,1068,43.893007,20.889921,6.025439,-2.392719,0.071,1,104.4662,RbF(cr),tpis82,"Cubic. Gurvich,1982 pt1 p438 pt2 p463."
RbF,RbF,Other technologically relevant materials,L,1068,6000,70.999595,0,0,0,0,1,104.4662,RbF(L),tpis82,"Liquid. Gurvich,1982 pt1 p438 pt2 p463."
RbH,RbH,Other technologically relevant materials,cr,298.15,858,13.961147,114.101654,-110.479754,51.591771,0.577,0.99991,86.4757,RbH(cr),tpis82,"Cubic. Gurvich,1982 pt1 p434 pt2 p458."
RbH,RbH,Other technologically relevant materials,L,858,6000,55.999681,0,0,0,0,1,86.4757,RbH(L),tpis82,"Liquid. Gurvich,1982 pt1 p434 pt2 p458."
RbI,RbI,Other technologically relevant materials,cr,200,929,53.714218,-18.446099,54.969736,-23.80393,1.048,0.99941,212.3723,RbI(cr),tpis82,"Cubic. Gurvich,1982 pt1 p448 pt2 p472."
RbI,RbI,Other technologically relevant materials,L,929,6000,72.099589,0,0,0,0,1,212.3723,RbI(L),tpis82,"Liquid. Gurvich,1982 pt1 p448 pt2 p472."
RbNO2,RbNO2,Other technologically relevant materials,I,298.15,695,75.735568,27.717842,0,0,0,1,131.4733,RbNO2(I),tpis82,"Cubic. Gurvich,1982 pt1 p453 pt2 p477."
RbNO2,RbNO2,Other technologically relevant materials,L,695,6000,103.999407,0,0,0,0,1,131.4733,RbNO2(L),tpis82,"Liquid. Gurvich,1982 pt1 p453 pt2 p477."
RbNO3,RbNO3,Other technologically relevant materials,IV,200,437,-64.558073,1293.238048,-3608.929292,3711.2838,2.834,0.99785,147.4727,RbNO3(IV),tpis82,"Hexagonal. Gurvich,1982 pt1 p455 pt2 p479."
RbNO3,RbNO3,Other technologically relevant materials,III,437,493,75.832568,136.666221,0,0,0,1,147.4727,RbNO3(III),tpis82,"Cubic. Gurvich,1982 pt1 p455 pt2 p479."
RbNO3,RbNO3,Other technologically relevant materials,II,493,556,896.81189,-2346.14363,0,3261.104416,0,1,147.4727,RbNO3(II),tpis82,"Hexagonal. Gurvich,1982 pt1 p455 pt2 p479."
RbNO3,RbNO3,Other technologically relevant materials,I,556,583,145.999168,0,0,0,0,1,147.4727,RbNO3(I),tpis82,"Cubic. Gurvich,1982 pt1 p455 pt2 p479."
RbNO3,RbNO3,Other technologically relevant materials,L,583,6000,145.999168,0,0,0,0,1,147.4727,RbNO3(L),tpis82,"Liquid. Gurvich,1982 pt1 p455 pt2 p479."
RbOH,RbOH,Other technologically relevant materials,b,298.15,508,54.791688,47.652728,0,0,0,1,102.4751,RbOH(b),g,"Beta. Gurvich,1997."
RbOH,RbOH,Other technologically relevant materials,c,508,658,75.999567,0,0,0,0,1,102.4751,RbOH(c),g,"Gamma. Gurvich,1997."
RbOH,RbOH,Other technologically relevant materials,L,658,6000,85.99951,0,0,0,0,1,102.4751,RbOH(L),g,"Liquid. Gurvich,1997."
RbO2,RbO2,Other technologically relevant materials,b,200,423,48.871276,122.83485,-129.752083,137.911906,0.278,0.99993,117.4666,RbO2(b),tpis82,"Beta,hexagonal. Gurvich,1982 pt1 p430 pt2 p453."
RbO2,RbO2,Other technologically relevant materials,a,423,813,87.999499,0,0,0,0,1,117.4666,RbO2(a),tpis82,"Alpha,cubic. Gurvich,1982 pt1 p430 pt2 p453."
RbO2,RbO2,Other technologically relevant materials,L,813,6000,99.99943,0,0,0,0,1,117.4666,RbO2(L),tpis82,"Liquid. Gurvich,1982 pt1 p430 pt2 p453."
Rb2CO3,Rb2CO3,Other technologically relevant materials,a,200,576,76.816481,115.074315,94.813035,-70.76608,0.212,0.99999,230.9445,Rb2CO3(a),tpis82,"Alpha,monoclinic. Gurvich,1982 pt1 p457 pt2 p481."
Rb2CO3,Rb2CO3,Other technologically relevant materials,b,576,1146,112.717358,68.851608,0,0,0,1,230.9445,Rb2CO3(b),tpis82,"Beta,hexagonal. Gurvich,1982 pt1 p457 pt2 p481."
Rb2CO3,Rb2CO3,Other technologically relevant materials,L,1146,6000,204.998832,0,0,0,0,1,230.9445,Rb2CO3(L),tpis82,"Liquid. Gurvich,1982 pt1 457 pt2 p481."
Rb2O,Rb2O,Other technologically relevant materials,c,298.15,543,51.472707,75.555569,0,0,0,1,186.935,Rb2O(c),tpis82,"Gamma,cubic. Gurvich,1982 pt1 p431 pt2 p454."
Rb2O,Rb2O,Other technologically relevant materials,b,543,613,99.99943,0,0,0,0,1,186.935,Rb2O(b),tpis82,"Beta,cubic. Gurvich,1982 pt1 p431 pt2 p454."
Rb2O,Rb2O,Other technologically relevant materials,a,613,778,99.99943,0,0,0,0,1,186.935,Rb2O(a),tpis82,"Alpha,hexagonal. Gurvich,1982 pt1 p431 pt2 p454."
Rb2O,Rb2O,Other technologically relevant materials,L,778,6000,99.99943,0,0,0,0,1,186.935,Rb2O(L),tpis82,"Liquid. Gurvich,1982 pt1 p431 pt2 p454."
Rb2O2,Rb2O2,Other technologically relevant materials,b,298.15,398,21.335878,240.35963,0,0,0,1,202.9344,Rb2O2(b),tpis82,"Beta,rhombic Gurvich,1982 pt1 p433 pt2 p456."
Rb2O2,Rb2O2,Other technologically relevant materials,a,398,843,116.999333,0,0,0,0,1,202.9344,Rb2O2(a),tpis82,"Alpha,cubic. Gurvich,1982 pt1 p433 pt2 p456."
Rb2O2,Rb2O2,Other technologically relevant materials,L,843,6000,133.999236,0,0,0,0,1,202.9344,Rb2O2(L),tpis82,"Liquid. Gurvich,1982 pt1 p433 pt2 p456."
Rb2SO4,Rb2SO4,Other technologically relevant materials,a,200,500,47.876281,430.043045,-557.214602,284.237229,0.49,0.9992,266.9982,Rb2SO4(a),tpis82,"Alpha,rhombic. Gurvich,1982 pt1 p451 pt2 p475."
Rb2SO4,Rb2SO4,Other technologically relevant materials,a,500,800,135.32788,21.238037,-21.692192,153.263658,0.023,1,266.9982,Rb2SO4(a),tpis82,"Alpha,rhombic. Gurvich,1982 pt1 p451 pt2 p475."
Rb2SO4,Rb2SO4,Other technologically relevant materials,a,800,931,2880.700584,-5056.913182,0,2698.984619,0,1,266.9982,Rb2SO4(a),tpis82,"Alpha,rhombic. Gurvich,1982 pt1 p451 pt2 p475."
Rb2SO4,Rb2SO4,Other technologically relevant materials,b,931,1343,92.070475,102.323417,0,0,0,1,266.9982,Rb2SO4(b),tpis82,"Beta,hexagonal. Gurvich,1982 pt1 p451 pt2 p475."
Rb2SO4,Rb2SO4,Other technologically relevant materials,L,1343,6000,206.498823,0,0,0,0,1,266.9982,Rb2SO4(L),tpis82,"Liquid. Gurvich,1982 pt1 p451 pt2 p475."
Sulfur,S,Other technologically relevant materials,a,200,368.3,3.695704,121.236774,-257.727827,217.340282,0.066,0.99999,32.065,S(a),tpis89,"Alpha. Ref-Elm. Gurvich,1989 pt1 p265 pt2 p160."
Sulfur,S,Other technologically relevant materials,b,368.3,388.36,17.298357,20.294602,0,0,0,1,32.065,S(b),tpis89,"Beta. Ref-Elm. Gurvich,1989 pt1 p265 pt2 p160."
Sulfur,S,Other technologically relevant materials,L,388.36,428.15,-12082.155935,90544.413265,-225628.38549,187457.792445,0.062,0.99997,32.065,S(L),tpis89,"Liquid. Ref-Elm. Gurvich,1989 pt1 p265 pt2 p160."
Sulfur,S,Other technologically relevant materials,L,428.15,432.25,57606.939699,-270607.1548,317982.313741,0.000153,0,1,32.065,S(L),tpis89,"Liquid. Ref-Elm. Gurvich,1989 pt1 p265 pt2 p160."
Sulfur,S,Other technologically relevant materials,L,432.25,453.15,1371.841182,-5690.031574,6082.784335,1e-06,0,1,32.065,S(L),tpis89,"Liquid. Ref-Elm. Gurvich,1989 pt1 p265 pt2 p160."
Sulfur,S,Other technologically relevant materials,L,453.15,717,305.201409,-1261.688481,1977.998163,-1046.041667,0.399,0.99956,32.065,S(L),tpis89,"Liquid. Ref-Elm. Gurvich,1989 pt1 p265 pt2 p160."
Sulfur,S,Other technologically relevant materials,L,717,6000,31.999818,0,0,0,0,1,32.065,S(L),tpis89,"Liquid. Ref-Elm. Gurvich,1989 pt1 p265 pt2 p160."
Scandium,Sc,Metals and alloys,a,100,400,2.615436,195.420974,-570.267878,577.402488,2.48,0.99841,44.9559,Sc(a),tpis82,"Alpha. Ref-Elm. Gurvich,1982 pt1 p137 pt2 p138."
Scandium,Sc,Metals and alloys,a,400,1609,26.69731,-5.0597,11.884237,-2.28681,0.397,0.99996,44.9559,Sc(a),tpis82,"Alpha. Ref-Elm. Gurvich,1982 pt1 p137 pt2 p138."
Scandium,Sc,Metals and alloys,b,1609,1814,44.199748,0,0,0,0,1,44.9559,Sc(b),tpis82,"Beta. Ref-Elm. Gurvich,1982 pt1 p137 pt2 p138."
Scandium,Sc,Metals and alloys,L,1814,6000,43.999749,0,0,0,0,1,44.9559,Sc(L),tpis82,"Liquid. Ref-Elm. Gurvich,1982 pt1 p137 pt2 p138."
Sc2O3,Sc2O3,Ceramics,cr,200,500,-40.787084,826.453351,-1572.722356,1071.908941,0.243,0.99999,137.91,Sc2O3(cr),tpis82,"Cubic. Gurvich,1982 pt1 p145 pt2 p150."
Sc2O3,Sc2O3,Ceramics,cr,500,2762,97.581892,39.256311,-11.934605,2.275257,1.209,0.99949,137.91,Sc2O3(cr),tpis82,"Cubic. Gurvich,1982 pt1 p145 pt2 p150."
Sc2O3,Sc2O3,Ceramics,L,2762,6000,199.99886,0,0,0,0,1,137.91,Sc2O3(L),tpis82,"Liquid. Gurvich,1982 pt1 p145 pt2 p150."
Silicon,Si,Semiconductors,cr,200,298.15,-15.079415,280.001242,-803.9416,862.367199,0.039,1,28.0855,Si(cr),tpis91,"Cubic. Ref-Elm. Gurvich,1991 pt1 p236 pt2 p220."
Silicon,Si,Semiconductors,cr,298.15,1690,14.184839,26.835537,-19.777051,5.456784,3.96,0.99414,28.0855,Si(cr),tpis91,"Cubic. Ref-Elm. Gurvich,1991 pt1 p236 pt2 p220."
Silicon,Si,Semiconductors,L,1690,6000,27.199845,0,0,0,0,1,28.0855,Si(L),tpis91,"Liquid. Ref-Elm. Gurvich,1991 pt1 p236 pt2 p220."
SiC,SiC,Ceramics,b,100,298.15,-11.062865,178.673872,-289.242803,392.510532,1.897,0.99999,40.0962,SiC(b),tpis91,"Beta,cubic. Gurvich,1991 pt1 p298 pt2 p264."
SiC,SiC,Ceramics,b,298.15,999.86,-5.819525,156.697364,-170.379652,67.650951,2.557,0.99899,40.0962,SiC(b),tpis91,"Beta,cubic. Gurvich,1991 pt1 p298 pt2 p264."
SiC,SiC,Ceramics,b,999.86,1701.58,24.983651,38.43371,-18.812276,3.228249,0.008,1,40.0962,SiC(b),tpis91,"Beta,cubic. Gurvich,1991 pt1 p298 pt2 p264."
SiC,SiC,Ceramics,b,1701.58,3105,29.220302,30.680728,-14.024629,2.232242,0.004,1,40.0962,SiC(b),tpis91,"Beta,cubic. Gurvich,1991 pt1 p298 pt2 p264."
SiC,SiC,Ceramics,L,3103,6000,62.999641,0,0,0,0,1,40.0962,SiC(L),tpis91,"Liquid. Gurvich,1991 pt1 p298 pt2 p264."
SiO2,SiO2,Refractories,a-qz,200,848,-15.43733,325.919154,-498.187625,292.685233,2.233,0.99726,60.0843,SiO2(a-qz),tpis91,"Alpha-quartz,hexagonal. Gurvich,1991 pt1 p250 pt2 p228."
SiO2,SiO2,Refractories,b-qz,848,1200,60.322324,6.575676,2.762748,-0.720509,0,1,60.0843,SiO2(b-qz),tpis91,"Beta-quartz,hexagonal. Gurvich,1991 pt1 p250 pt2 p228."
SiO2,SiO2,Refractories,b-crt,1200,1996,58.840558,17.895727,-8.612112,1.906403,0.013,0.99999,60.0843,SiO2(b-crt),tpis91,"Beta-cristobalite,cubic. Gurvich,1991 pt1 p250 pt2 p228."
SiO2,SiO2,Refractories,L,1996,6000,83.499524,0,0,0,0,1,60.0843,SiO2(L),tpis91,"Liquid. Gurvich,1991 pt1 p250 pt2 p228."
SiS,SiS,Ceramics,cr,298.15,1363,40.519769,15.025914,0,0,0,1,60.1505,SiS(cr),tpis91,"Crystal. Gurvich,1991 pt1 p289 pt2 p257."
SiS,SiS,Ceramics,L,1363,6000,66.999618,0,0,0,0,1,60.1505,SiS(L),tpis91,"Liquid. Gurvich,1991 pt1 p289 pt2 p257."
SiS2,SiS2,Ceramics,cr,100,298.15,-10.511901,577.512092,-1885.275766,2558.371674,1.717,0.99973,92.2155,SiS2(cr),tpis91,"Tetragonal. Gurvich,1991 pt1 p293 pt2 p259."
SiS2,SiS2,Ceramics,cr,298.15,1363,53.406696,27.580843,0,0,0,1,92.2155,SiS2(cr),tpis91,"Tetragonal. Gurvich,1991 pt1 p293 pt2 p259."
SiS2,SiS2,Ceramics,L,1363,6000,99.99943,0,0,0,0,1,92.2155,SiS2(L),tpis91,"Liquid. Gurvich,1991 pt1 p293 pt2 p259."
Si2N2O,Si2N2O,Ceramics,cr,298.15,649.08,-143.978385,1217.827421,-2072.685542,1231.367766,2.966,0.99807,100.1838,Si2N2O(cr),g,"Fegley,1981."
Si2N2O,Si2N2O,Ceramics,cr,649.08,1000,76.094636,66.981595,-25.322579,1.242403,0.1,0.99979,100.1838,Si2N2O(cr),g,"Fegley,1981."
Si2N2O,Si2N2O,Ceramics,cr,1000,2500,93.929246,32.952634,-9.306144,1.437516,0.115,0.99997,100.1838,Si2N2O(cr),g,"Fegley,1981."
Si3N4,Si3N4,Refractories,cr,100,298.15,-37.045902,692.188069,-1438.223693,1951.709571,2.06,0.99997,140.2833,Si3N4(cr),tpis91,"Hexagonal. Gurvich,1991 pt1 p297 pt2 p262."
Si3N4,Si3N4,Refractories,cr,298.15,1223.61,28.225095,292.836827,-250.595489,84.411968,2.673,0.99901,140.2833,Si3N4(cr),tpis91,"Hexagonal. Gurvich,1991 pt1 p297 pt2 p262."
